,FIGHTER,KD,STR,TD,SUB,WEIGHT_CLASS,METHOD,ROUND,TIME
3148,"Beneil Dariush
James Vick","2
0","46
9","0
0","0
0",Lightweight,"KO/TKO
Punch",1,4:16
3149,"Jessica Andrade
Jessica Penne","0
0","117
27","0
0","0
0",Women's Strawweight,"KO/TKO
Punches",2,2:56
3150,"Alex Caceres
Cole Miller","1
0","97
33","5
3","0
1",Featherweight,U-DEC,3,5:00
3151,"Sean Strickland
Tom Breese","0
0","73
62","0
0","0
0",Welterweight,S-DEC,3,5:00
3152,"Henrique da Silva
Jonathan Wilson","0
1","81
66","0
1","0
0",Light Heavyweight,"KO/TKO
Punches",2,4:11
3153,"Kevin Casey
Elvis Mutapcic","0
0","59
64","2
0","0
0",Middleweight,S-DEC,3,5:00
3154,"Marco Polo Reyes
Dong Hyun Ma","2
0","135
83","0
2","0
0",Lightweight,"KO/TKO
Punch",3,1:52
3155,"Cody Garbrandt
Thomas Almeida","1
0","21
10","0
0","0
0",Bantamweight,"KO/TKO
Punches",1,2:53
3156,"Jeremy Stephens
Renan Barao","0
0","55
43","0
2","0
0",Featherweight,U-DEC,3,5:00
3157,"Rick Story
Tarec Saffiedine","0
0","58
32","0
0","0
0",Welterweight,U-DEC,3,5:00
3158,"Chris Camozzi
Vitor Miranda","0
0","43
27","1
1","0
0",Middleweight,U-DEC,3,5:00
3159,"Lorenz Larkin
Jorge Masvidal","0
0","44
48","1
1","0
2",Welterweight,S-DEC,3,5:00
3160,"Paul Felder
Joshua Burkman","0
0","41
40","0
3","0
0",Lightweight,U-DEC,3,5:00
3161,"Sara McMann
Jessica Eye","0
0","22
10","2
0","1
0",Women's Bantamweight,U-DEC,3,5:00
3162,"Abel Trujillo
Jordan Rinaldi","0
0","35
18","3
2","0
1",Lightweight,U-DEC,3,5:00
3163,"Jake Collier
Alberto Uda","1
0","27
15","1
1","0
0",Middleweight,"KO/TKO
Spinning Back Kick",2,1:06
3164,"Erik Koch
Shane Campbell","0
0","14
16","2
0","1
0",Lightweight,"SUB
Rear Naked Choke",2,3:02
3165,"Bryan Caraway
Aljamain Sterling","0
0","9
32","3
1","0
2",Bantamweight,S-DEC,3,5:00
3166,"Adam Milstead
Chris de la Rocha","0
0","58
39","0
0","0
0",Heavyweight,"KO/TKO
Punches",2,4:01
3167,"Stipe Miocic
Fabricio Werdum","1
0","20
15","0
0","0
0",Heavyweight,"KO/TKO
Punch",1,2:47
3168,"Jacare Souza
Vitor Belfort","0
0","39
4","1
0","0
0",Middleweight,"KO/TKO
Punches",1,4:38
3169,"Cristiane Justino
Leslie Smith","1
0","26
2","0
0","0
0",Catch Weight,"KO/TKO
Punch",1,1:21
3170,"Mauricio Rua
Corey Anderson","2
0","48
55","0
4","0
0",Light Heavyweight,S-DEC,3,5:00
3171,"Bryan Barberena
Warlley Alves","0
0","120
79","0
0","0
1",Welterweight,U-DEC,3,5:00
3172,"Demian Maia
Matt Brown","0
0","17
10","3
0","2
0",Welterweight,"SUB
Rear Naked Choke",3,4:31
3173,"Thiago Santos
Nate Marquardt","2
0","16
7","0
0","0
0",Middleweight,"KO/TKO
Punch",1,3:39
3174,"Francisco Trinaldo
Yancy Medeiros","0
1","117
51","2
0","0
0",Lightweight,U-DEC,3,5:00
3175,"John Lineker
Rob Font","0
0","80
40","1
0","0
0",Bantamweight,U-DEC,3,5:00
3176,"Rogerio Nogueira
Patrick Cummins","1
0","30
12","0
0","0
0",Light Heavyweight,"KO/TKO
Punches",1,4:52
3177,"Sergio Moraes
Luan Chagas","0
1","28
46","0
0","1
0",Welterweight,S-DEC,3,5:00
3178,"Renato Moicano
Zubaira Tukhugov","0
0","44
29","0
3","0
0",Featherweight,S-DEC,3,5:00
3179,"Alistair Overeem
Andrei Arlovski","1
0","23
16","1
0","0
0",Heavyweight,"KO/TKO
Punch",2,1:12
3180,"Stefan Struve
Antonio Silva","1
0","13
0","0
0","0
0",Heavyweight,"KO/TKO
Punch",1,0:16
3181,"Gunnar Nelson
Albert Tumenov","0
0","29
23","2
0","1
0",Welterweight,"SUB
Rear Naked Choke",2,3:15
3182,"Germaine de Randamie
Anna Elmose","1
0","18
6","0
0","0
0",Women's Bantamweight,"KO/TKO
Knee",1,3:46
3183,"Nikita Krylov
Francimar Barroso","0
0","58
22","0
2","1
0",Light Heavyweight,"SUB
Rear Naked Choke",2,3:11
3184,"Karolina Kowalkiewicz
Heather Clark","0
0","119
70","0
0","0
0",Women's Strawweight,U-DEC,3,5:00
3185,"Rustam Khabilov
Chris Wade","0
1","50
25","6
0","0
0",Lightweight,U-DEC,3,5:00
3186,"Magnus Cedenblad
Garreth McLellan","1
0","21
12","0
0","0
0",Middleweight,"KO/TKO
Kick",2,0:47
3187,"Josh Emmett
Jon Tuck","0
0","54
53","0
0","0
0",Lightweight,S-DEC,3,5:00
3188,"Reza Madadi
Yan Cabral","0
0","27
32","1
1","0
0",Lightweight,"KO/TKO
Punch",3,1:56
3189,"Kyoji Horiguchi
Neil Seery","2
0","72
40","6
0","0
1",Flyweight,U-DEC,3,5:00
3190,"Leon Edwards
Dominic Waters","0
0","24
3","2
4","1
0",Welterweight,U-DEC,3,5:00
3191,"Yuta Sasaki
Willie Gates","0
0","7
13","4
0","1
0",Flyweight,"SUB
Rear Naked Choke",2,3:30
3192,"Jon Jones
Ovince Saint Preux","0
0","105
57","3
0","0
0",Light Heavyweight,U-DEC,5,5:00
3193,"Demetrious Johnson
Henry Cejudo","1
0","21
6","0
1","0
0",Flyweight,"KO/TKO
Knees",1,2:49
3194,"Edson Barboza
Anthony Pettis","0
0","73
48","0
0","0
0",Lightweight,U-DEC,3,5:00
3195,"Robert Whittaker
Rafael Natal","0
0","89
62","0
0","0
0",Middleweight,U-DEC,3,5:00
3196,"Yair Rodriguez
Andre Fili","1
0","25
11","2
1","0
0",Featherweight,"KO/TKO
Kick",2,2:15
3197,"Sergio Pettis
Chris Kelades","0
0","61
35","2
1","0
0",Flyweight,U-DEC,3,5:00
3198,"Danny Roberts
Dominique Steele","0
1","60
34","0
6","0
0",Welterweight,U-DEC,3,5:00
3199,"Carla Esparza
Juliana Lima","0
0","28
26","5
0","0
0",Women's Strawweight,U-DEC,3,5:00
3200,"James Vick
Glaico Franca Moreira","0
0","94
39","0
4","0
0",Lightweight,U-DEC,3,5:00
3201,"Walt Harris
Cody East","1
0","31
26","0
0","0
0",Heavyweight,"KO/TKO
Punches",1,4:18
3202,"Marcos Rogerio de Lima
Clint Hester","1
0","29
0","0
0","1
0",Light Heavyweight,"SUB
Arm Triangle",1,4:35
3203,"Kevin Lee
Efrain Escudero","0
0","64
70","1
1","1
0",Lightweight,U-DEC,3,5:00
3204,"Glover Teixeira
Rashad Evans","1
0","6
7","0
0","0
0",Light Heavyweight,"KO/TKO
Punch",1,1:48
3205,"Rose Namajunas
Tecia Torres","0
0","46
61","2
0","0
0",Women's Strawweight,U-DEC,3,5:00
3206,"Khabib Nurmagomedov
Darrell Horcher","0
0","75
6","2
0","0
0",Catch Weight,"KO/TKO
Punches",2,3:38
3207,"Cub Swanson
Hacran Dias","2
0","83
55","0
0","0
0",Featherweight,U-DEC,3,5:00
3208,"Michael Chiesa
Beneil Dariush","0
0","11
27","1
1","2
0",Lightweight,"SUB
Rear Naked Choke",2,1:20
3209,"Raquel Pennington
Bethe Correia","0
0","75
66","0
0","0
0",Women's Bantamweight,S-DEC,3,5:00
3210,"Santiago Ponzinibbio
Court McGee","1
0","38
35","0
0","0
0",Welterweight,"KO/TKO
Punch",1,4:15
3211,"Michael Graves
Randy Brown","0
0","11
10","2
0","1
1",Welterweight,"SUB
Rear Naked Choke",2,2:31
3212,"John Dodson
Manvel Gamburyan","1
0","16
2","0
0","0
0",Bantamweight,"KO/TKO
Punches",1,0:37
3213,"Cezar Ferreira
Oluwale Bamgbose","0
1","26
20","3
0","0
0",Middleweight,U-DEC,3,5:00
3214,"Elizeu Zaleski dos Santos
Omari Akhmedov","0
0","72
36","0
3","1
1",Welterweight,"KO/TKO
Knee",3,3:03
3215,"Junior Dos Santos
Ben Rothwell","0
0","157
77","0
0","0
0",Heavyweight,U-DEC,5,5:00
3216,"Derrick Lewis
Gabriel Gonzaga","1
0","17
5","0
1","0
0",Heavyweight,"KO/TKO
Punches",1,4:48
3217,"Francis Ngannou
Curtis Blaydes","0
0","36
24","0
2","0
0",Heavyweight,KO/TKO,2,5:00
3218,"Timothy Johnson
Marcin Tybura","0
0","45
48","0
1","0
0",Heavyweight,U-DEC,3,5:00
3219,"Jan Blachowicz
Igor Pokrajac","0
0","98
35","4
0","0
0",Light Heavyweight,U-DEC,3,5:00
3220,"Maryna Moroz
Cristina Stanciu","0
0","35
39","1
1","1
2",Women's Strawweight,U-DEC,3,5:00
3221,"Zak Cummings
Nicolas Dalby","1
0","56
57","1
0","1
0",Welterweight,U-DEC,3,5:00
3222,"Alejandro Perez
Ian Entwistle","0
0","48
0","0
0","0
1",Bantamweight,"KO/TKO
Punches",1,4:04
3223,"Mairbek Taisumov
Damir Hadzovic","1
0","25
11","0
0","0
0",Lightweight,"KO/TKO
Punch",1,3:44
3224,"Damian Stasiak
Filip Pejic","0
0","2
0","2
0","1
0",Bantamweight,"SUB
Rear Naked Choke",1,2:16
3225,"Lucas Martins
Robert Whiteford","0
0","30
45","0
1","0
0",Featherweight,S-DEC,3,5:00
3226,"Jared Cannonier
Cyril Asker","1
0","27
13","0
0","0
0",Heavyweight,"KO/TKO
Punch",1,2:44
3227,"Bojan Velickovic
Alessio Di Chirico","0
0","45
65","1
2","1
0",Middleweight,U-DEC,3,5:00
3228,"Mark Hunt
Frank Mir","1
0","8
1","0
0","0
0",Heavyweight,"KO/TKO
Punch",1,3:01
3229,"Neil Magny
Hector Lombard","0
2","148
60","1
1","2
0",Welterweight,"KO/TKO
Punches",3,0:46
3230,"Jake Matthews
Johnny Case","0
0","36
35","0
1","2
0",Lightweight,"SUB
Rear Naked Choke",3,4:45
3231,"Daniel Kelly
Antonio Carlos Junior","0
0","37
33","0
2","0
0",Middleweight,"KO/TKO
Punches",3,1:36
3232,"Steve Bosse
James Te Huna","1
0","5
1","0
0","0
0",Light Heavyweight,"KO/TKO
Punch",1,0:52
3233,"Bec Rawlings
Seo Hee Ham","0
0","77
92","1
0","0
1",Women's Strawweight,U-DEC,3,5:00
3234,"Alan Jouban
Brendan O'Reilly","1
0","32
8","0
1","0
0",Welterweight,"KO/TKO
Elbow",1,2:15
3235,"Dan Hooker
Mark Eddiva","0
0","5
4","0
0","1
0",Featherweight,"SUB
Guillotine Choke",1,1:24
3236,"Leslie Smith
Rin Nakai","0
0","62
31","0
3","0
1",Women's Bantamweight,U-DEC,3,5:00
3237,"Viscardi Andrade
Richard Walsh","0
1","38
46","5
1","1
0",Welterweight,U-DEC,3,5:00
3238,"Ross Pearson
Chad Laprise","0
0","52
78","0
0","0
0",Lightweight,S-DEC,3,5:00
3239,"Alan Patrick
Damien Brown","0
0","25
15","5
1","1
1",Lightweight,U-DEC,3,5:00
3240,"Nate Diaz
Conor McGregor","0
0","77
61","1
0","2
0",Welterweight,"SUB
Rear Naked Choke",2,4:12
3241,"Miesha Tate
Holly Holm","0
0","40
59","2
0","2
0",Women's Bantamweight,"SUB
Rear Naked Choke",5,3:30
3242,"Ilir Latifi
Gian Villante","0
0","30
23","3
0","0
0",Light Heavyweight,U-DEC,3,5:00
3243,"Corey Anderson
Tom Lawlor","0
0","55
31","1
1","0
0",Light Heavyweight,U-DEC,3,5:00
3244,"Amanda Nunes
Valentina Shevchenko","0
0","39
28","2
1","2
0",Women's Bantamweight,U-DEC,3,5:00
3245,"Siyar Bahadurzada
Brandon Thatch","0
0","84
30","3
1","1
0",Welterweight,"SUB
Arm Triangle",3,4:11
3246,"Nordine Taleb
Erick Silva","1
0","26
11","1
0","0
0",Welterweight,"KO/TKO
Punch",2,1:34
3247,"Vitor Miranda
Marcelo Guimaraes","0
0","46
23","0
1","0
0",Middleweight,"KO/TKO
Kick",2,1:09
3248,"Darren Elkins
Chas Skelly","0
0","104
27","7
0","0
2",Featherweight,U-DEC,3,5:00
3249,"Diego Sanchez
Jim Miller","0
0","48
56","2
0","0
0",Lightweight,U-DEC,3,5:00
3250,"Jason Saggo
Justin Salas","0
0","20
1","0
1","0
0",Lightweight,"KO/TKO
Punches",1,4:31
3251,"Teruto Ishihara
Julian Erosa","1
0","27
16","0
1","0
0",Featherweight,"KO/TKO
Punch",2,0:34
3252,"Michael Bisping
Anderson Silva","1
1","108
75","0
0","0
0",Middleweight,U-DEC,5,5:00
3253,"Gegard Mousasi
Thales Leites","0
0","81
17","0
0","0
0",Middleweight,U-DEC,3,5:00
3254,"Tom Breese
Keita Nakamura","0
0","32
6","0
3","1
1",Welterweight,U-DEC,3,5:00
3255,"Brad Pickett
Francisco Rivera","0
0","39
69","3
2","0
0",Bantamweight,S-DEC,3,5:00
3256,"Makwan Amirkhani
Mike Wilkinson","0
0","32
13","4
0","0
2",Featherweight,U-DEC,3,5:00
3257,"Davey Grant
Marlon Vera","0
0","72
23","1
1","0
0",Bantamweight,U-DEC,3,5:00
3258,"Scott Askham
Chris Dempsey","1
0","7
6","1
1","0
0",Middleweight,"KO/TKO
Punch",1,4:45
3259,"Arnold Allen
Yaotzin Meza","1
0","31
25","4
0","0
0",Featherweight,U-DEC,3,5:00
3260,"Krzysztof Jotko
Brad Scott","0
0","59
45","2
0","0
0",Middleweight,U-DEC,3,5:00
3261,"Rustam Khabilov
Norman Parke","0
0","33
17","6
1","0
0",Lightweight,U-DEC,3,5:00
3262,"Daniel Omielanczuk
Jarjis Danho","0
0","77
38","0
0","0
0",Heavyweight,M-DEC,3,1:31
3263,"Teemu Packalen
Thibault Gouti","1
0","6
0","0
0","1
0",Lightweight,"SUB
Rear Naked Choke",1,0:24
3264,"David Teymur
Martin Svensson","1
0","38
13","1
0","0
0",Lightweight,"KO/TKO
Punch",2,1:26
3265,"Donald Cerrone
Alex Oliveira","0
0","4
14","1
0","1
0",Welterweight,"SUB
Triangle Choke",1,2:33
3266,"Derek Brunson
Roan Carneiro","0
0","23
0","0
0","0
0",Middleweight,"KO/TKO
Punches",1,2:38
3267,"Cody Garbrandt
Augusto Mendes","1
0","11
11","0
0","0
0",Catch Weight,"KO/TKO
Punches",1,4:18
3268,"Dennis Bermudez
Tatsuya Kawajiri","0
0","61
12","4
1","1
0",Featherweight,U-DEC,3,5:00
3269,"Chris Camozzi
Joe Riggs","1
0","11
0","0
0","0
0",Middleweight,"KO/TKO
Knees",1,0:26
3270,"James Krause
Shane Campbell","0
0","47
82","2
2","2
0",Lightweight,U-DEC,3,5:00
3271,"Sean Strickland
Alex Garcia","1
0","84
23","1
3","0
0",Welterweight,"KO/TKO
Punches",3,4:25
3272,"Oluwale Bamgbose
Daniel Sarafian","1
0","8
0","0
0","0
0",Middleweight,"KO/TKO
Kick",1,1:00
3273,"Anthony Smith
Leonardo Guimaraes","0
0","57
64","2
0","0
0",Middleweight,U-DEC,3,5:00
3274,"Nathan Coy
Jonavin Webb","0
0","37
21","3
3","0
0",Welterweight,U-DEC,3,5:00
3275,"Ashlee Evans-Smith
Marion Reneau","0
0","55
53","1
1","0
1",Women's Bantamweight,S-DEC,3,5:00
3276,"Lauren Murphy
Kelly Faszholz","0
0","95
76","1
0","0
0",Women's Bantamweight,"KO/TKO
Punches",3,4:55
3277,"Shamil Abdurakhimov
Anthony Hamilton","0
0","62
40","0
0","0
0",Heavyweight,U-DEC,3,5:00
3278,"Stephen Thompson
Johny Hendricks","1
0","24
7","0
0","0
0",Welterweight,"KO/TKO
Punch",1,3:31
3279,"Roy Nelson
Jared Rosholt","0
0","42
36","0
0","0
0",Heavyweight,U-DEC,3,5:00
3280,"Ovince Saint Preux
Rafael Cavalcante","0
0","51
10","1
0","0
0",Light Heavyweight,U-DEC,3,5:00
3281,"Joseph Benavidez
Zach Makovsky","0
0","66
40","0
4","0
0",Flyweight,U-DEC,3,5:00
3282,"Misha Cirkunov
Alex Nicholson","0
0","32
16","3
0","1
0",Light Heavyweight,"SUB
Neck Crank",2,1:28
3283,"Mike Pyle
Sean Spencer","0
1","75
50","1
0","0
0",Welterweight,"KO/TKO
Elbow",3,4:25
3284,"Joshua Burkman
KJ Noons","0
0","57
33","3
0","0
0",Lightweight,U-DEC,3,5:00
3285,"Derrick Lewis
Damian Grabowski","0
0","14
1","1
0","0
0",Heavyweight,"KO/TKO
Punch",1,2:17
3286,"Justin Scoggins
Ray Borg","0
0","57
20","4
1","0
0",Flyweight,U-DEC,3,5:00
3287,"Diego Rivas
Noad Lahat","1
0","5
7","1
1","0
3",Featherweight,"KO/TKO
Flying Knee",2,0:23
3288,"Mickey Gall
Mike Jackson","1
0","2
3","0
0","1
0",Welterweight,"SUB
Rear Naked Choke",1,0:45
3289,"Alex White
Artem Lobov","0
0","78
23","3
0","0
0",Featherweight,U-DEC,3,5:00
3290,"Anthony Johnson
Ryan Bader","0
0","11
0","0
0","0
0",Light Heavyweight,"KO/TKO
Punches",1,1:26
3291,"Ben Rothwell
Josh Barnett","0
0","35
35","0
0","1
0",Heavyweight,"SUB
Guillotine Choke",2,3:48
3292,"Jimmie Rivera
Iuri Alcantara","0
0","45
41","3
0","0
0",Bantamweight,U-DEC,3,5:00
3293,"Bryan Barberena
Sage Northcutt","0
0","26
18","1
1","1
0",Welterweight,"SUB
Arm Triangle",2,3:06
3294,"Tarec Saffiedine
Jake Ellenberger","0
0","54
30","0
0","0
0",Welterweight,U-DEC,3,5:00
3295,"Diego Ferreira
Olivier Aubin-Mercier","0
0","65
49","0
1","0
0",Lightweight,U-DEC,3,5:00
3296,"Rafael Natal
Kevin Casey","1
0","54
16","4
0","0
0",Middleweight,"KO/TKO
Punches",3,3:37
3297,"Wilson Reis
Dustin Ortiz","0
0","48
45","9
1","0
0",Flyweight,U-DEC,3,5:00
3298,"Alexander Yakovlev
George Sullivan","1
0","15
14","2
0","0
0",Welterweight,"KO/TKO
Punches",1,3:59
3299,"Alex Caceres
Masio Fullen","0
0","74
36","1
0","0
0",Featherweight,U-DEC,3,5:00
3300,"Randy Brown
Matt Dwyer","0
0","48
46","1
1","1
0",Welterweight,U-DEC,3,5:00
3301,"Damon Jackson
Levan Makashvili","0
0","44
65","0
2","0
0",Featherweight,M-DEC,3,5:00
3302,"Anthony Rocco Martin
Felipe Olivieri","0
0","60
87","2
0","1
0",Lightweight,"SUB
Rear Naked Choke",3,3:02
3303,"Dominick Cruz
TJ Dillashaw","0
0","112
109","4
1","0
0",Bantamweight,S-DEC,5,5:00
3304,"Eddie Alvarez
Anthony Pettis","0
0","42
56","6
0","0
0",Lightweight,S-DEC,3,5:00
3305,"Travis Browne
Matt Mitrione","0
1","51
27","2
0","0
0",Heavyweight,"KO/TKO
Punches",3,4:09
3306,"Francisco Trinaldo
Ross Pearson","0
0","51
28","1
2","0
0",Lightweight,U-DEC,3,5:00
3307,"Patrick Cote
Ben Saunders","1
0","42
11","0
1","1
0",Welterweight,"KO/TKO
Punches",2,1:14
3308,"Ed Herman
Tim Boetsch","1
0","47
27","0
0","0
0",Light Heavyweight,"KO/TKO
Knee",2,1:39
3309,"Chris Wade
Mehdi Baghdad","0
0","5
1","2
0","1
0",Lightweight,"SUB
Rear Naked Choke",1,4:30
3310,"Luke Sanders
Maximo Blanco","1
0","26
16","0
1","1
1",Featherweight,"SUB
Rear Naked Choke",1,3:38
3311,"Paul Felder
Daron Cruickshank","0
0","46
32","2
3","3
0",Lightweight,"SUB
Rear Naked Choke",3,3:56
3312,"Ilir Latifi
Sean O'Connell","1
0","2
1","0
0","0
0",Light Heavyweight,"KO/TKO
Punch",1,0:30
3313,"Charles Rosa
Kyle Bochniak","0
1","92
52","1
1","0
0",Featherweight,U-DEC,3,5:00
3314,"Rob Font
Joey Gomez","1
0","52
15","1
1","0
0",Bantamweight,"KO/TKO
Punches",2,4:13
3315,"Francimar Barroso
Elvis Mutapcic","0
0","57
38","1
0","0
0",Light Heavyweight,U-DEC,3,5:00
3316,"Robbie Lawler
Carlos Condit","1
0","92
176","0
0","0
0",Welterweight,S-DEC,5,5:00
3317,"Stipe Miocic
Andrei Arlovski","1
0","11
7","0
0","0
0",Heavyweight,"KO/TKO
Punch",1,0:54
3318,"Albert Tumenov
Lorenz Larkin","0
0","76
69","0
0","0
0",Welterweight,S-DEC,3,5:00
3319,"Brian Ortega
Diego Brandao","0
0","29
56","0
2","2
0",Featherweight,"SUB
Triangle Choke",3,1:37
3320,"Abel Trujillo
Tony Sims","0
0","4
5","0
1","1
0",Lightweight,"SUB
Guillotine Choke",1,3:18
3321,"Michael McDonald
Masanori Kanehara","0
0","5
15","0
2","2
1",Bantamweight,"SUB
Rear Naked Choke",2,2:09
3322,"Alex Morono
Kyle Noke","0
0","43
59","0
1","1
0",Welterweight,S-DEC,3,5:00
3323,"Justine Kish
Nina Nunes","0
0","72
92","3
1","0
0",Women's Strawweight,U-DEC,3,5:00
3324,"Drew Dober
Scott Holtzman","0
0","36
38","5
2","0
0",Lightweight,U-DEC,3,5:00
3325,"Dustin Poirier
Joe Duffy","0
0","72
37","4
0","0
1",Lightweight,U-DEC,3,5:00
3326,"Michinori Tanaka
Joe Soto","0
0","57
71","3
1","0
4",Bantamweight,S-DEC,3,5:00
3327,"Sheldon Westcott
Edgar Garcia","0
0","33
1","1
0","0
0",Welterweight,"KO/TKO
Punches",1,3:12
3328,"Rafael Dos Anjos
Donald Cerrone","0
0","26
4","0
0","0
0",Lightweight,"KO/TKO
Punches",1,1:06
3329,"Alistair Overeem
Junior Dos Santos","1
0","32
22","0
0","0
0",Heavyweight,"KO/TKO
Punches",2,4:43
3330,"Nate Diaz
Michael Johnson","0
0","153
103","0
1","0
0",Lightweight,U-DEC,3,5:00
3331,"Karolina Kowalkiewicz
Randa Markos","0
0","66
34","0
1","0
0",Women's Strawweight,U-DEC,3,5:00
3332,"Charles Oliveira
Myles Jury","0
0","5
5","1
0","1
0",Featherweight,"SUB
Guillotine Choke",1,3:05
3333,"Nate Marquardt
CB Dollaway","1
0","16
15","0
0","0
0",Middleweight,"KO/TKO
Punch",2,0:28
3334,"Valentina Shevchenko
Sarah Kaufman","0
0","32
27","4
1","0
0",Women's Bantamweight,S-DEC,3,5:00
3335,"Tamdan McCrory
Josh Samman","0
0","39
10","2
2","1
0",Middleweight,"SUB
Triangle Choke",3,4:10
3336,"Nik Lentz
Danny Castillo","0
0","59
57","3
2","2
0",Lightweight,S-DEC,3,5:00
3337,"Cole Miller
Jim Alers","0
0","28
25","0
0","0
0",Featherweight,CNC,2,1:34
3338,"Kamaru Usman
Leon Edwards","0
0","48
26","6
0","0
0",Welterweight,U-DEC,3,5:00
3339,"Vicente Luque
Hayder Hassan","0
0","12
15","0
0","1
0",Welterweight,"SUB
Anaconda Choke",1,2:13
3340,"Francis Ngannou
Luis Henrique","1
0","25
5","0
1","0
0",Heavyweight,"KO/TKO
Punch",2,2:53
3341,"Conor McGregor
Jose Aldo","1
0","5
1","0
0","0
0",Featherweight,"KO/TKO
Punch",1,0:13
3342,"Luke Rockhold
Chris Weidman","0
0","126
48","2
3","1
0",Middleweight,"KO/TKO
Punches",4,3:12
3343,"Yoel Romero
Jacare Souza","1
0","46
30","0
1","0
0",Middleweight,S-DEC,3,5:00
3344,"Demian Maia
Gunnar Nelson","0
0","47
2","2
1","1
0",Welterweight,U-DEC,3,5:00
3345,"Max Holloway
Jeremy Stephens","0
0","57
47","1
0","0
0",Featherweight,U-DEC,3,5:00
3346,"Urijah Faber
Frankie Saenz","0
0","75
66","2
0","0
0",Bantamweight,U-DEC,3,5:00
3347,"Tecia Torres
Jocelyn Jones-Lybarger","0
0","77
29","0
0","0
0",Women's Strawweight,U-DEC,3,5:00
3348,"Warlley Alves
Colby Covington","0
0","2
2","0
1","1
0",Welterweight,"SUB
Guillotine Choke",1,1:26
3349,"Leonardo Santos
Kevin Lee","1
0","32
10","1
0","0
0",Lightweight,"KO/TKO
Punches",1,3:26
3350,"Magomed Mustafaev
Joe Proctor","1
0","18
9","0
0","0
0",Lightweight,"KO/TKO
Knee",1,1:54
3351,"Yancy Medeiros
John Makdessi","1
0","80
114","0
0","0
0",Lightweight,S-DEC,3,5:00
3352,"Court McGee
Marcio Alexandre Junior","0
0","58
23","2
0","0
1",Welterweight,U-DEC,3,5:00
3353,"Frankie Edgar
Chad Mendes","1
0","13
5","0
0","0
0",Featherweight,"KO/TKO
Punch",1,2:28
3354,"Ryan Hall
Artem Lobov","0
0","23
2","1
0","1
0",Lightweight,U-DEC,3,5:00
3355,"Tony Ferguson
Edson Barboza","0
0","61
41","0
2","1
0",Lightweight,"SUB
D'Arce Choke",2,2:54
3356,"Evan Dunham
Joe Lauzon","0
0","127
42","1
0","0
0",Lightweight,U-DEC,3,5:00
3357,"Tatsuya Kawajiri
Jason Knight","0
0","28
28","6
0","0
1",Featherweight,U-DEC,3,5:00
3358,"Julian Erosa
Marcin Wrzosek","0
0","61
52","2
3","2
0",Lightweight,S-DEC,3,5:00
3359,"Gabriel Gonzaga
Konstantin Erokhin","0
0","20
15","2
0","0
0",Heavyweight,U-DEC,3,5:00
3360,"Ryan LaFlare
Mike Pierce","0
0","65
42","0
0","0
0",Welterweight,U-DEC,3,5:00
3361,"Geane Herrera
Joby Sanchez","1
0","40
55","1
0","0
0",Flyweight,"KO/TKO
Punch",2,4:28
3362,"Chris Gruetzemacher
Abner Lloveras","0
0","103
94","0
2","0
0",Lightweight,U-DEC,3,5:00
3363,"Rose Namajunas
Paige VanZant","0
0","57
10","8
0","4
0",Women's Strawweight,"SUB
Rear Naked Choke",5,2:25
3364,"Michael Chiesa
Jim Miller","0
0","13
7","2
0","1
1",Lightweight,"SUB
Rear Naked Choke",2,2:57
3365,"Sage Northcutt
Cody Pfister","0
0","8
5","2
2","1
0",Lightweight,"SUB
Guillotine Choke",2,0:41
3366,"Thiago Santos
Elias Theodorou","0
0","52
28","1
1","0
0",Middleweight,U-DEC,3,5:00
3367,"Tim Means
John Howard","1
0","37
20","0
3","0
0",Welterweight,"KO/TKO
Punch",2,0:21
3368,"Sergio Moraes
Omari Akhmedov","1
1","21
35","0
1","0
0",Welterweight,"KO/TKO
Punches",3,2:18
3369,"Antonio Carlos Junior
Kevin Casey","0
0","1
0","0
0","0
0",Middleweight,CNC,1,0:11
3370,"Aljamain Sterling
Johnny Eduardo","0
0","23
4","2
0","1
0",Bantamweight,"SUB
Guillotine Choke",2,4:18
3371,"Santiago Ponzinibbio
Andreas Stahl","1
0","48
14","0
2","0
0",Welterweight,"KO/TKO
Punch",1,4:25
3372,"Danny Roberts
Nathan Coy","0
0","6
11","0
1","1
0",Welterweight,"SUB
Triangle Choke",1,2:46
3373,"Zubaira Tukhugov
Phillipe Nover","0
0","21
20","1
0","0
0",Featherweight,S-DEC,3,5:00
3374,"Kailin Curran
Emily Kagan","0
0","21
22","1
1","2
0",Women's Strawweight,"SUB
Rear Naked Choke",2,4:13
3375,"Benson Henderson
Jorge Masvidal","0
0","86
77","3
1","0
1",Welterweight,S-DEC,5,5:00
3376,"Dong Hyun Kim
Dominic Waters","0
0","6
0","1
0","0
0",Welterweight,"KO/TKO
Punches",1,3:11
3377,"Alberto Mina
Yoshihiro Akiyama","1
0","69
78","2
0","0
0",Welterweight,S-DEC,3,5:00
3378,"Dooho Choi
Sam Sicilia","1
0","18
8","0
0","0
0",Featherweight,"KO/TKO
Punch",1,1:33
3379,"Dongi Yang
Jake Collier","0
1","29
22","1
0","0
0",Middleweight,"KO/TKO
Punches",2,1:50
3380,"Mike de la Torre
Yui Chul Nam","0
0","47
53","0
1","0
0",Featherweight,S-DEC,3,5:00
